,_id,temperatura,data_coleta,sensacao
48,5db5c57a406e8f109c7c31db,25.233748775629238,2019-10-27 13:27:38.457,Quente
49,5db5c57b406e8f109c7c31dc,24.40877300756854,2019-10-27 13:27:39.459,Normal
50,5db5c57c406e8f109c7c31dd,15.69034357770281,2019-10-27 13:27:40.462,Frio
51,5db5c57d406e8f109c7c31de,23.746420917583606,2019-10-27 13:27:41.465,Normal
52,5db5c57e406e8f109c7c31df,27.707661595346835,2019-10-27 13:27:42.468,Quente
53,5db5c57f406e8f109c7c31e0,22.979777977521355,2019-10-27 13:27:43.470,Normal
54,5db5c580406e8f109c7c31e1,24.7715669251849,2019-10-27 13:27:44.473,Normal
55,5db5c581406e8f109c7c31e2,29.877242280764843,2019-10-27 13:27:45.476,Quente
56,5db5c582406e8f109c7c31e3,21.545788361152642,2019-10-27 13:27:46.479,Normal
57,5db5c583406e8f109c7c31e4,25.043898346863777,2019-10-27 13:27:47.481,Quente
58,5db5c584406e8f109c7c31e5,17.483989330626084,2019-10-27 13:27:48.484,Frio
59,5db5c585406e8f109c7c31e6,29.605670360388043,2019-10-27 13:27:49.487,Quente
60,5db5c586406e8f109c7c31e7,15.003608371043743,2019-10-27 13:27:50.490,Frio
61,5db5c587406e8f109c7c31e8,25.238088718420354,2019-10-27 13:27:51.492,Quente
62,5db5c588406e8f109c7c31e9,16.485748206214417,2019-10-27 13:27:52.494,Frio
63,5db5c589406e8f109c7c31ea,29.893183875116417,2019-10-27 13:27:53.497,Quente
64,5db5c58a406e8f109c7c31eb,24.534832886715236,2019-10-27 13:27:54.500,Normal
65,5db5c58b406e8f109c7c31ec,25.499346748919596,2019-10-27 13:27:55.503,Quente
66,5db5c58c406e8f109c7c31ed,28.85034959747742,2019-10-27 13:27:56.506,Quente
67,5db5c58d406e8f109c7c31ee,28.64764704677855,2019-10-27 13:27:57.508,Quente
68,5db5c58e406e8f109c7c31ef,24.207253660651574,2019-10-27 13:27:58.511,Normal
69,5db5c58f406e8f109c7c31f0,25.987194266670876,2019-10-27 13:27:59.513,Quente
70,5db5c590406e8f109c7c31f1,17.066922434365317,2019-10-27 13:28:00.515,Frio
71,5db5c591406e8f109c7c31f2,23.533569444784053,2019-10-27 13:28:01.517,Normal
72,5db5c592406e8f109c7c31f3,25.41517062693896,2019-10-27 13:28:02.520,Quente
73,5db5c593406e8f109c7c31f4,18.84429754536011,2019-10-27 13:28:03.523,Frio
74,5db5c594406e8f109c7c31f5,15.407222558989709,2019-10-27 13:28:04.526,Frio
75,5db5c595406e8f109c7c31f6,18.739746091103402,2019-10-27 13:28:05.528,Frio
76,5db5c596406e8f109c7c31f7,26.25153073043205,2019-10-27 13:28:06.530,Quente
77,5db5c597406e8f109c7c31f8,25.520287633155334,2019-10-27 13:28:07.533,Quente
78,5db5c598406e8f109c7c31f9,25.975337196665546,2019-10-27 13:28:08.536,Quente
79,5db5c599406e8f109c7c31fa,25.565484040873674,2019-10-27 13:28:09.539,Quente
80,5db5c59a406e8f109c7c31fb,27.52259364898983,2019-10-27 13:28:10.541,Quente
81,5db5c59b406e8f109c7c31fc,27.87835309704882,2019-10-27 13:28:11.544,Quente
82,5db5c59c406e8f109c7c31fd,16.891951123162748,2019-10-27 13:28:12.546,Frio
83,5db5c59d406e8f109c7c31fe,15.781442743716413,2019-10-27 13:28:13.549,Frio
84,5db5c59e406e8f109c7c31ff,29.606106932998266,2019-10-27 13:28:14.552,Quente
85,5db5c59f406e8f109c7c3200,25.52405997856411,2019-10-27 13:28:15.555,Quente
86,5db5c5a0406e8f109c7c3201,19.346749358008047,2019-10-27 13:28:16.557,Frio
87,5db5c5a1406e8f109c7c3202,27.590211457100942,2019-10-27 13:28:17.560,Quente
88,5db5c5a2406e8f109c7c3203,17.570224649768363,2019-10-27 13:28:18.563,Frio
89,5db5c5a3406e8f109c7c3204,20.39726252821913,2019-10-27 13:28:19.565,Normal
90,5db5c5a4406e8f109c7c3205,15.10726050603002,2019-10-27 13:28:20.568,Frio
91,5db5c5a5406e8f109c7c3206,21.067331874606033,2019-10-27 13:28:21.571,Normal
92,5db5c5a6406e8f109c7c3207,22.247207989427903,2019-10-27 13:28:22.574,Normal
93,5db5c5a7406e8f109c7c3208,19.974428403414542,2019-10-27 13:28:23.576,Frio
94,5db5c5a8406e8f109c7c3209,17.54656379531424,2019-10-27 13:28:24.578,Frio
95,5db5c5a9406e8f109c7c320a,28.405210583179063,2019-10-27 13:28:25.581,Quente
96,5db5c5aa406e8f109c7c320b,19.56962067168738,2019-10-27 13:28:26.584,Frio
97,5db5c5ab406e8f109c7c320c,23.99387951137677,2019-10-27 13:28:27.587,Normal
98,5db5c5ac406e8f109c7c320d,26.33398357952521,2019-10-27 13:28:28.589,Quente
99,5db5c5ad406e8f109c7c320e,16.03241976043087,2019-10-27 13:28:29.592,Frio
100,5db5c5ae406e8f109c7c320f,27.78776138267395,2019-10-27 13:28:30.595,Quente
101,5db5c5af406e8f109c7c3210,23.88797186573732,2019-10-27 13:28:31.597,Normal
102,5db5c5b0406e8f109c7c3211,24.369059627166003,2019-10-27 13:28:32.599,Normal
103,5db5c5b1406e8f109c7c3212,24.98555012492415,2019-10-27 13:28:33.602,Normal
104,5db5c5b2406e8f109c7c3213,16.158358503442454,2019-10-27 13:28:34.605,Frio
105,5db5c5b3406e8f109c7c3214,17.793386325663565,2019-10-27 13:28:35.606,Frio
106,5db5c5b4406e8f109c7c3215,26.44530611998246,2019-10-27 13:28:36.609,Quente
107,5db5c5b5406e8f109c7c3216,22.194214823248295,2019-10-27 13:28:37.612,Normal
108,5db5c5b6406e8f109c7c3217,21.86858827907591,2019-10-27 13:28:38.615,Normal
109,5db5c5b7406e8f109c7c3218,18.476046971180637,2019-10-27 13:28:39.617,Frio
110,5db5c5b8406e8f109c7c3219,27.858047213514233,2019-10-27 13:28:40.620,Quente
111,5db5c5b9406e8f109c7c321a,17.220363804953326,2019-10-27 13:28:41.623,Frio
112,5db5c5ba406e8f109c7c321b,18.437341181218265,2019-10-27 13:28:42.626,Frio
113,5db5c5bb406e8f109c7c321c,25.693384241607706,2019-10-27 13:28:43.628,Quente
114,5db5c5bc406e8f109c7c321d,20.02207222207191,2019-10-27 13:28:44.631,Normal
115,5db5c5bd406e8f109c7c321e,20.067489874676312,2019-10-27 13:28:45.634,Normal
116,5db5c5be406e8f109c7c321f,20.018631583587666,2019-10-27 13:28:46.637,Normal
117,5db5c5bf406e8f109c7c3220,23.748043782685613,2019-10-27 13:28:47.639,Normal
118,5db5c5c0406e8f109c7c3221,15.939012571069071,2019-10-27 13:28:48.641,Frio
119,5db5c5c1406e8f109c7c3222,27.02138106861129,2019-10-27 13:28:49.644,Quente
120,5db5c5c2406e8f109c7c3223,24.494805952619927,2019-10-27 13:28:50.647,Normal
121,5db5c5c3406e8f109c7c3224,22.01179271365315,2019-10-27 13:28:51.649,Normal
122,5db5c5c4406e8f109c7c3225,27.7881911158615,2019-10-27 13:28:52.652,Quente
123,5db5c5c5406e8f109c7c3226,27.97371006288042,2019-10-27 13:28:53.655,Quente
124,5db5c5c6406e8f109c7c3227,16.869500382254312,2019-10-27 13:28:54.657,Frio
125,5db5c5c7406e8f109c7c3228,29.40644201537372,2019-10-27 13:28:55.660,Quente
126,5db5c5c8406e8f109c7c3229,15.846136863223421,2019-10-27 13:28:56.663,Frio
127,5db5c5c9406e8f109c7c322a,16.83915953167244,2019-10-27 13:28:57.665,Frio
128,5db5c5ca406e8f109c7c322b,24.523442058701132,2019-10-27 13:28:58.668,Normal
129,5db5c5cb406e8f109c7c322c,20.906024717066842,2019-10-27 13:28:59.671,Normal
130,5db5c5cc406e8f109c7c322d,17.64949898529611,2019-10-27 13:29:00.673,Frio
131,5db5c5cd406e8f109c7c322e,19.352766599932508,2019-10-27 13:29:01.676,Frio
132,5db5c5ce406e8f109c7c322f,22.128387092406243,2019-10-27 13:29:02.679,Normal
133,5db5c5cf406e8f109c7c3230,20.562251108441618,2019-10-27 13:29:03.682,Normal
134,5db5c5d0406e8f109c7c3231,22.341956428443954,2019-10-27 13:29:04.685,Normal
135,5db5c5d1406e8f109c7c3232,15.139623004083138,2019-10-27 13:29:05.687,Frio
136,5db5c5d2406e8f109c7c3233,27.917835074755388,2019-10-27 13:29:06.690,Quente
137,5db5c5d3406e8f109c7c3234,17.65701971410296,2019-10-27 13:29:07.693,Frio
138,5db5c5d4406e8f109c7c3235,27.558396464746984,2019-10-27 13:29:08.696,Quente
139,5db5c5d5406e8f109c7c3236,22.010661627935008,2019-10-27 13:29:09.698,Normal
140,5db5c5d6406e8f109c7c3237,15.918125279424396,2019-10-27 13:29:10.701,Frio
141,5db5c5d7406e8f109c7c3238,26.610198905035627,2019-10-27 13:29:11.704,Quente
142,5db5c5d8406e8f109c7c3239,26.18527425607055,2019-10-27 13:29:12.707,Quente
143,5db5c5d9406e8f109c7c323a,23.48133794841544,2019-10-27 13:29:13.709,Normal
144,5db5c5da406e8f109c7c323b,23.067897605411535,2019-10-27 13:29:14.712,Normal
145,5db5c5db406e8f109c7c323c,24.300527797951403,2019-10-27 13:29:15.714,Normal
146,5db5c5dc406e8f109c7c323d,22.869632911609934,2019-10-27 13:29:16.717,Normal
147,5db5c5dd406e8f109c7c323e,21.35659012600705,2019-10-27 13:29:17.720,Normal
148,5db5c5de406e8f109c7c323f,15.121241739492264,2019-10-27 13:29:18.723,Frio
149,5db5c5df406e8f109c7c3240,29.75026844621656,2019-10-27 13:29:19.725,Quente
150,5db5c5e0406e8f109c7c3241,25.79478212242809,2019-10-27 13:29:20.728,Quente
151,5db5c5e1406e8f109c7c3242,25.747696080296233,2019-10-27 13:29:21.731,Quente
152,5db5c5e2406e8f109c7c3243,16.68636525278489,2019-10-27 13:29:22.733,Frio
153,5db5c5e3406e8f109c7c3244,25.422852684135986,2019-10-27 13:29:23.735,Quente
154,5db5c5e4406e8f109c7c3245,15.96916020490626,2019-10-27 13:29:24.738,Frio
155,5db5c5e5406e8f109c7c3246,16.937660709242326,2019-10-27 13:29:25.741,Frio
156,5db5c5e6406e8f109c7c3247,19.35390566269522,2019-10-27 13:29:26.744,Frio
157,5db5c5e7406e8f109c7c3248,20.53936306440591,2019-10-27 13:29:27.746,Normal
158,5db5c5e8406e8f109c7c3249,25.508006442582452,2019-10-27 13:29:28.749,Quente
159,5db5c5e9406e8f109c7c324a,17.438657792095796,2019-10-27 13:29:29.752,Frio
160,5db5c5ea406e8f109c7c324b,27.346928949110605,2019-10-27 13:29:30.753,Quente
161,5db5c5eb406e8f109c7c324c,27.429815577859056,2019-10-27 13:29:31.756,Quente
162,5db5c5ec406e8f109c7c324d,27.724433468080328,2019-10-27 13:29:32.759,Quente
163,5db5c5ed406e8f109c7c324e,26.782224708877486,2019-10-27 13:29:33.761,Quente
164,5db5c5ee406e8f109c7c324f,24.375827516281756,2019-10-27 13:29:34.763,Normal
165,5db5c5ef406e8f109c7c3250,22.93855507511533,2019-10-27 13:29:35.766,Normal
166,5db5c5f0406e8f109c7c3251,27.325724883027846,2019-10-27 13:29:36.769,Quente
167,5db5c5f1406e8f109c7c3252,19.327029793492592,2019-10-27 13:29:37.771,Frio
168,5db5c5f2406e8f109c7c3253,25.312152409462882,2019-10-27 13:29:38.774,Quente
169,5db5c5f3406e8f109c7c3254,28.622468959433228,2019-10-27 13:29:39.777,Quente
170,5db5c5f4406e8f109c7c3255,24.24915946410527,2019-10-27 13:29:40.780,Normal
171,5db5c5f5406e8f109c7c3256,25.09334327097491,2019-10-27 13:29:41.782,Quente
172,5db5c5f6406e8f109c7c3257,20.479293355401083,2019-10-27 13:29:42.785,Normal
173,5db5c5f7406e8f109c7c3258,24.157945231942648,2019-10-27 13:29:43.788,Normal
174,5db5c5f8406e8f109c7c3259,15.490369362015723,2019-10-27 13:29:44.790,Frio
175,5db5c5f9406e8f109c7c325a,29.252962259827463,2019-10-27 13:29:45.793,Quente
176,5db5c5fa406e8f109c7c325b,21.65117247986576,2019-10-27 13:29:46.796,Normal
177,5db5c5fb406e8f109c7c325c,22.76387805217411,2019-10-27 13:29:47.798,Normal
178,5db5c5fc406e8f109c7c325d,29.168840095730502,2019-10-27 13:29:48.801,Quente
179,5db5c5fd406e8f109c7c325e,25.99017204692856,2019-10-27 13:29:49.804,Quente
180,5db5c5fe406e8f109c7c325f,17.363039400589166,2019-10-27 13:29:50.806,Frio
181,5db5c5ff406e8f109c7c3260,29.106464004727314,2019-10-27 13:29:51.809,Quente
182,5db5c600406e8f109c7c3261,27.667500379468585,2019-10-27 13:29:52.812,Quente
183,5db5c601406e8f109c7c3262,15.6747109320382,2019-10-27 13:29:53.815,Frio
184,5db5c602406e8f109c7c3263,18.46881922622365,2019-10-27 13:29:54.817,Frio
185,5db5c603406e8f109c7c3264,15.519555968040027,2019-10-27 13:29:55.820,Frio
186,5db5c604406e8f109c7c3265,23.268317791464654,2019-10-27 13:29:56.823,Normal
187,5db5c605406e8f109c7c3266,29.694024904955043,2019-10-27 13:29:57.825,Quente
188,5db5c606406e8f109c7c3267,17.98154696552383,2019-10-27 13:29:58.828,Frio
189,5db5c607406e8f109c7c3268,18.620158741454617,2019-10-27 13:29:59.831,Frio
190,5db5c608406e8f109c7c3269,17.661914292531435,2019-10-27 13:30:00.834,Frio
191,5db5c609406e8f109c7c326a,22.259177661206834,2019-10-27 13:30:01.836,Normal
192,5db5c60a406e8f109c7c326b,15.893581821825434,2019-10-27 13:30:02.839,Frio
193,5db5c60b406e8f109c7c326c,20.154055891573698,2019-10-27 13:30:03.842,Normal
194,5db5c60c406e8f109c7c326d,28.7683777991106,2019-10-27 13:30:04.845,Quente
195,5db5c60d406e8f109c7c326e,17.78572012350618,2019-10-27 13:30:05.848,Frio
196,5db5c60e406e8f109c7c326f,23.918438888880427,2019-10-27 13:30:06.850,Normal
197,5db5c60f406e8f109c7c3270,17.575832938655434,2019-10-27 13:30:07.853,Frio
198,5db5c610406e8f109c7c3271,15.944618691883104,2019-10-27 13:30:08.856,Frio
199,5db5c611406e8f109c7c3272,17.155062791852345,2019-10-27 13:30:09.859,Frio
200,5db5c612406e8f109c7c3273,16.034247233181755,2019-10-27 13:30:10.862,Frio
201,5db5c613406e8f109c7c3274,17.601580255805192,2019-10-27 13:30:11.864,Frio
202,5db5c614406e8f109c7c3275,15.201569905298921,2019-10-27 13:30:12.867,Frio
203,5db5c615406e8f109c7c3276,17.037888502026686,2019-10-27 13:30:13.870,Frio
204,5db5c616406e8f109c7c3277,29.64685593277797,2019-10-27 13:30:14.872,Quente
205,5db5c617406e8f109c7c3278,22.75252697225985,2019-10-27 13:30:15.875,Normal
206,5db5c618406e8f109c7c3279,27.124599118595242,2019-10-27 13:30:16.878,Quente
207,5db5c619406e8f109c7c327a,20.48470265241029,2019-10-27 13:30:17.881,Normal
208,5db5c61a406e8f109c7c327b,27.034561042169333,2019-10-27 13:30:18.883,Quente
209,5db5c61b406e8f109c7c327c,15.501549871342931,2019-10-27 13:30:19.886,Frio
210,5db5c61c406e8f109c7c327d,24.153818367724348,2019-10-27 13:30:20.889,Normal
211,5db5c61d406e8f109c7c327e,22.541105454250715,2019-10-27 13:30:21.891,Normal
212,5db5c61e406e8f109c7c327f,22.919194315920826,2019-10-27 13:30:22.894,Normal
213,5db5c61f406e8f109c7c3280,18.624163690691958,2019-10-27 13:30:23.897,Frio
214,5db5c620406e8f109c7c3281,21.749140703218217,2019-10-27 13:30:24.900,Normal
215,5db5c621406e8f109c7c3282,21.600138635873925,2019-10-27 13:30:25.902,Normal
216,5db5c622406e8f109c7c3283,22.32090363262154,2019-10-27 13:30:26.905,Normal
217,5db5c623406e8f109c7c3284,18.02672888505588,2019-10-27 13:30:27.907,Frio
218,5db5c624406e8f109c7c3285,22.334717457085524,2019-10-27 13:30:28.910,Normal
219,5db5c625406e8f109c7c3286,15.89815744421996,2019-10-27 13:30:29.913,Frio
220,5db5c626406e8f109c7c3287,20.36256675558384,2019-10-27 13:30:30.916,Normal
221,5db5c627406e8f109c7c3288,20.9009560760107,2019-10-27 13:30:31.918,Normal
222,5db5c628406e8f109c7c3289,20.829319039228448,2019-10-27 13:30:32.920,Normal
223,5db5c629406e8f109c7c328a,17.550646357875053,2019-10-27 13:30:33.923,Frio
224,5db5c62a406e8f109c7c328b,27.870053313323396,2019-10-27 13:30:34.926,Quente
225,5db5c62b406e8f109c7c328c,18.378373802219,2019-10-27 13:30:35.928,Frio
226,5db5c62c406e8f109c7c328d,23.261001416942634,2019-10-27 13:30:36.931,Normal
227,5db5c62d406e8f109c7c328e,19.255521933693668,2019-10-27 13:30:37.934,Frio
228,5db5c62e406e8f109c7c328f,19.104781457370365,2019-10-27 13:30:38.936,Frio
229,5db5c62f406e8f109c7c3290,27.796495804285783,2019-10-27 13:30:39.939,Quente
230,5db5c630406e8f109c7c3291,26.089788186659305,2019-10-27 13:30:40.941,Quente
231,5db5c631406e8f109c7c3292,20.57007731779068,2019-10-27 13:30:41.944,Normal
232,5db5c632406e8f109c7c3293,22.147780640075627,2019-10-27 13:30:42.947,Normal
233,5db5c633406e8f109c7c3294,27.501965981928276,2019-10-27 13:30:43.950,Quente
234,5db5c634406e8f109c7c3295,18.756213043419855,2019-10-27 13:30:44.952,Frio
235,5db5c635406e8f109c7c3296,19.928645007041062,2019-10-27 13:30:45.955,Frio
236,5db5c636406e8f109c7c3297,22.77619611328272,2019-10-27 13:30:46.957,Normal
237,5db5c637406e8f109c7c3298,20.568030937695816,2019-10-27 13:30:47.960,Normal
238,5db5c638406e8f109c7c3299,18.84039673697735,2019-10-27 13:30:48.963,Frio
239,5db5c639406e8f109c7c329a,26.60389060375222,2019-10-27 13:30:49.965,Quente
240,5db5c63a406e8f109c7c329b,17.657695934682174,2019-10-27 13:30:50.968,Frio
241,5db5c63b406e8f109c7c329c,19.75720381882071,2019-10-27 13:30:51.971,Frio
242,5db5c63c406e8f109c7c329d,26.399068243449655,2019-10-27 13:30:52.973,Quente
243,5db5c63d406e8f109c7c329e,18.639059627020757,2019-10-27 13:30:53.976,Frio
244,5db5c63e406e8f109c7c329f,26.453837227061527,2019-10-27 13:30:54.979,Quente
245,5db5c63f406e8f109c7c32a0,23.70489777323148,2019-10-27 13:30:55.982,Normal
246,5db5c640406e8f109c7c32a1,21.757632798709007,2019-10-27 13:30:56.984,Normal
247,5db5c641406e8f109c7c32a2,22.635411345139413,2019-10-27 13:30:57.987,Normal
248,5db5c642406e8f109c7c32a3,19.321449440171197,2019-10-27 13:30:58.989,Frio
249,5db5c643406e8f109c7c32a4,18.04930196301107,2019-10-27 13:30:59.992,Frio
250,5db5c644406e8f109c7c32a5,20.199043347381107,2019-10-27 13:31:00.995,Normal
251,5db5c645406e8f109c7c32a6,19.010618085382347,2019-10-27 13:31:01.998,Frio
252,5db5c647406e8f109c7c32a7,26.8503723579229,2019-10-27 13:31:03.001,Quente
253,5db5c648406e8f109c7c32a8,18.91301932859,2019-10-27 13:31:04.005,Frio
254,5db5c649406e8f109c7c32a9,26.487553232376094,2019-10-27 13:31:05.006,Quente
255,5db5c64a406e8f109c7c32aa,26.617739780844786,2019-10-27 13:31:06.009,Quente
256,5db5c64b406e8f109c7c32ab,21.200222366990765,2019-10-27 13:31:07.011,Normal
257,5db5c64c406e8f109c7c32ac,19.598096435864953,2019-10-27 13:31:08.014,Frio
258,5db5c64d406e8f109c7c32ad,24.194817438798843,2019-10-27 13:31:09.017,Normal
259,5db5c64e406e8f109c7c32ae,19.12669647889652,2019-10-27 13:31:10.020,Frio
260,5db5c64f406e8f109c7c32af,16.039083233900254,2019-10-27 13:31:11.022,Frio
261,5db5c650406e8f109c7c32b0,16.813323148879086,2019-10-27 13:31:12.024,Frio
262,5db5c651406e8f109c7c32b1,27.27778319696072,2019-10-27 13:31:13.027,Quente
263,5db5c652406e8f109c7c32b2,22.59843124913122,2019-10-27 13:31:14.030,Normal
264,5db5c653406e8f109c7c32b3,18.066969541186246,2019-10-27 13:31:15.032,Frio
265,5db5c654406e8f109c7c32b4,23.686031190575946,2019-10-27 13:31:16.035,Normal
266,5db5c655406e8f109c7c32b5,29.50830174391387,2019-10-27 13:31:17.037,Quente
267,5db5c656406e8f109c7c32b6,24.769021709389257,2019-10-27 13:31:18.040,Normal
268,5db5c657406e8f109c7c32b7,23.359652523770567,2019-10-27 13:31:19.042,Normal
269,5db5c658406e8f109c7c32b8,22.89927140121609,2019-10-27 13:31:20.045,Normal
270,5db5c659406e8f109c7c32b9,15.03321668762692,2019-10-27 13:31:21.048,Frio
271,5db5c65a406e8f109c7c32ba,16.95545867129375,2019-10-27 13:31:22.050,Frio
272,5db5c65b406e8f109c7c32bb,16.540958776633932,2019-10-27 13:31:23.053,Frio
273,5db5c65c406e8f109c7c32bc,17.504699365284218,2019-10-27 13:31:24.056,Frio
274,5db5c65d406e8f109c7c32bd,22.6871298163677,2019-10-27 13:31:25.059,Normal
275,5db5c65e406e8f109c7c32be,28.44632144121816,2019-10-27 13:31:26.062,Quente
276,5db5c65f406e8f109c7c32bf,24.44721123781052,2019-10-27 13:31:27.064,Normal
277,5db5c660406e8f109c7c32c0,22.65934858791367,2019-10-27 13:31:28.067,Normal
278,5db5c661406e8f109c7c32c1,28.303803139701678,2019-10-27 13:31:29.070,Quente
279,5db5c662406e8f109c7c32c2,17.22069464573801,2019-10-27 13:31:30.073,Frio
280,5db5c663406e8f109c7c32c3,24.939602237756226,2019-10-27 13:31:31.074,Normal
281,5db5c664406e8f109c7c32c4,16.68221839058135,2019-10-27 13:31:32.076,Frio
282,5db5c665406e8f109c7c32c5,22.40491265710636,2019-10-27 13:31:33.078,Normal
283,5db5c666406e8f109c7c32c6,24.853565012789893,2019-10-27 13:31:34.079,Normal
284,5db5c667406e8f109c7c32c7,17.281528518969274,2019-10-27 13:31:35.080,Frio
285,5db5c668406e8f109c7c32c8,21.75774018545149,2019-10-27 13:31:36.082,Normal
286,5db5c669406e8f109c7c32c9,15.190313936350972,2019-10-27 13:31:37.083,Frio
287,5db5c66a406e8f109c7c32ca,26.134736357215246,2019-10-27 13:31:38.085,Quente
288,5db5c66b406e8f109c7c32cb,15.131373105000133,2019-10-27 13:31:39.086,Frio
289,5db5c66c406e8f109c7c32cc,18.772799719740767,2019-10-27 13:31:40.087,Frio
290,5db5c66d406e8f109c7c32cd,27.493642894253988,2019-10-27 13:31:41.089,Quente
291,5db5c66e406e8f109c7c32ce,19.393912328095357,2019-10-27 13:31:42.090,Frio
292,5db5c66f406e8f109c7c32cf,23.867510987148606,2019-10-27 13:31:43.091,Normal
293,5db5c670406e8f109c7c32d0,17.83644308324815,2019-10-27 13:31:44.093,Frio
294,5db5c671406e8f109c7c32d1,17.483336647582938,2019-10-27 13:31:45.094,Frio
295,5db5c672406e8f109c7c32d2,17.40102758035349,2019-10-27 13:31:46.096,Frio
296,5db5c673406e8f109c7c32d3,24.865255194013564,2019-10-27 13:31:47.097,Normal
297,5db5c674406e8f109c7c32d4,19.63587520527471,2019-10-27 13:31:48.098,Frio
298,5db5c675406e8f109c7c32d5,15.982315232281344,2019-10-27 13:31:49.100,Frio
299,5db5c676406e8f109c7c32d6,19.548459423813128,2019-10-27 13:31:50.101,Frio
300,5db5c677406e8f109c7c32d7,16.367345838305518,2019-10-27 13:31:51.102,Frio
